radius_arr,dot_radius_arr,time_arr,dot_mass_arr,mass_out_arr,total_mass_arr,luminosity_AGN_arr
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.020111410599630796,1597.821520644525,11096.786493111178,4498.5022394743,55470480.862720326,555418727.0395288,0.0
0.0203592869266632,1587.1555872546235,11249.277847865356,4468.474831805854,56154172.33745359,562273346.7190348,0.0
0.020605562355328656,1576.543563034748,11401.803438662722,4438.599171530029,56833448.437713206,569083913.0144094,0.0
0.020850245574268716,1565.9982643222058,11554.36327318966,4408.911342141735,57508333.12430523,575850662.0263413,0.0
0.021093347118867237,1555.530554437538,11706.957359134274,4379.441928663541,58178855.45171371,582573880.9250895,0.0
0.02133487908875965,1545.149596094294,11859.585704186396,4350.2167282693235,58845048.78905582,589253900.258636,0.0
0.021574854901729414,1534.8630708856895,12012.248316037589,4321.2573682178845,59506950.141205445,595891087.0723456,0.0
0.021813289079265018,1524.6773702997984,12164.945202381134,4292.581843629429,60164599.557372384,602485839.0339819,0.0
0.02205019705968771,1514.5977620932824,12317.676370912048,4264.204985887693,60818039.61563494,609038579.2289634,0.0
0.02228559503530829,1504.6285353201038,12470.441829327072,4236.138870948353,61467314.97380968,615549751.6804652,0.0
0.022519499810543128,1494.7731268540097,12623.241585324673,4208.393175545882,62112471.97810844,622019817.4265674,0.0
0.02275192867832633,1485.0342318510327,12776.07564660505,4180.975488185881,62753558.32223771,628449251.0815992,0.0
0.022982899312505446,1475.413900261605,12928.944020870129,4153.89158086212,63390622.750645675,634838537.9012151,0.0
0.02321242967421056,1465.9136212130384,13081.846715823562,4127.145646624371,64023714.80023118,641188171.1545144,0.0
0.023440537930447973,1456.534396835252,13234.783739170738,4100.740507425205,64652884.57582568,647498649.8894726,0.0
0.02366724238339531,1447.2768068897635,13387.75509861877,4074.677796074695,65278182.55519329,653770476.995697,0.0
