radius_arr,dot_radius_arr,time_arr,dot_mass_arr,mass_out_arr,total_mass_arr,luminosity_AGN_arr
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.020634368835874745,4988.052827170954,3886.79385668436,18789.85855532293,76148515.9147066,762801110.0329266,873206.4847198017
0.021402528225775444,4987.946410023355,4037.6664861036397,18789.4820985939,78983361.84310925,791249365.1077853,873206.4847198017
0.022170845266531816,4987.859845784716,4188.572988143864,18789.18043107132,81818793.25697206,819707143.1533082,873206.4847198017
0.022939322750597416,4987.789402413232,4339.513370409821,18788.939494580878,84654820.46404694,848174549.9564239,873206.4847198017
0.023707962957514823,4987.732099846156,4490.487640508006,18788.748063558196,87491451.87903877,876651672.1288092,873206.4847198017
0.0244767677560803,4987.685545169503,4641.495806046624,18788.597124155265,90328694.40094912,905138581.2017034,873206.4847198017
0.02524573868438908,4987.647807056463,4792.5378746355855,18788.47940126655,93166553.70840696,933635336.518569,873206.4847198017
0.026014877012964857,4987.617319360507,4943.613853886512,18788.388995376878,96005034.49268499,962141987.6140167,873206.4847198017
0.026784183794853658,4987.592806547657,5094.723751412732,18788.32110167441,98844140.64227705,990658575.7778066,873206.4847198017
0.027553659905600613,4987.5732256241845,5245.867574829285,18788.271791299725,101683875.39076313,1019185135.8686166,873206.4847198017
0.0283233060753223,4987.557720620281,5397.045331752918,18788.237839891503,104524241.43501776,1047721697.3491054,873206.4847198017
0.029093122914565037,4987.545586700511,5548.257029802089,18788.21659239504,107365241.0307075,1076268285.3125944,873206.4847198017
0.029863110935249494,4987.536241705499,5699.502676596968,18788.2058558633,110206876.06941602,1104824921.089072,873206.4847198017
0.030633270567708547,4987.529203466719,5850.782279759433,18788.203814004388,113049148.14175992,1133391623.1145997,873206.4847198017
0.03140360217460308,4987.524071633289,6002.095846913076,18788.208958725256,115892058.58854869,1161968407.2514932,873206.4847198017
0.03217410606233067,4987.520513045119,6153.443385683198,18788.220035034043,118735608.54294878,1190555287.2716238,873206.4847198017
0.03294478249041184,4987.518249908399,6304.8249036968145,18788.235996498457,121579798.96518645,1219152275.2675166,873206.4847198017
0.03371563167923783,4987.517050196726,6456.240408582651,18788.255969087924,124424630.67102414,1247759381.823161,873206.4847198017
0.034486653816485545,4987.516719828304,6607.689907971147,18788.279221705907,127270104.35560013,1276376616.4168909,873206.4847198017
0.03525784906244422,4987.517096266926,6759.173409494454,18788.305142085508,130116220.61287393,1305003987.4067378,873206.4847198017
0.03602921755445018,4987.518043269236,6910.690920786441,18788.333217002928,132962979.95217448,1333641502.376355,873206.4847198017
0.0368007594105883,4987.5194465586255,7062.242449482684,18788.363015981497,135810382.8116759,1362289168.0879598,873206.4847198017
