radius_arr,dot_radius_arr,time_arr,dot_mass_arr,mass_out_arr,total_mass_arr,luminosity_AGN_arr
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.020415054398572184,3614.2826686996145,5404.096656894657,35423.96922600202,196023759.74190068,785129805.5356225,865956.5204208524
0.020972915798802505,3614.2767083634053,5555.309938046506,35423.92106579434,201380330.54886636,806613409.2574484,865956.5204208524
0.021530901625313105,3614.27200851092,5706.557168299488,35423.88526186435,206738097.64538473,828103356.3277396,865956.5204208524
0.022089012083895694,3614.2683604779295,5857.8383552755595,35423.859769084396,212097063.0084566,849599655.6658646,865956.5204208524
0.022647247351005637,3614.265590291887,6009.1535065983935,35423.84288234113,217457228.33347753,871102315.1428307,865956.5204208524
0.02320560757860513,3614.2635525466753,6160.502629893371,35423.833176501874,222818595.0805733,892611341.5995698,865956.5204208524
0.023764092898158666,3614.262125440688,6311.885732787586,35423.829457782624,228181164.51307634,914126741.1124899,865956.5204208524
0.024322703423940346,3614.261206740423,6463.3028229098445,35423.83072418709,233544937.72931397,935648519.1528754,865956.5204208524
0.024881439255780152,3614.26071048394,6614.7539078906675,35423.83613319733,238909915.68885,957176680.5640029,865956.5204208524
0.025440300481351208,3614.260564278466,6766.238995362285,35423.84497528732,244276099.23459458,978711229.7973968,865956.5204208524
0.025999287178079998,3614.2607070771874,6917.758092958645,35423.856652133356,249643489.1109569,1000252170.7967615,865956.5204208524
0.026558399414745908,3614.2610873440904,7069.311208315406,35423.8706586275,255012085.97943643,1021799507.2925267,865956.5204208524
0.027117637252823814,3614.2616615342977,7220.898349069941,35423.88656798338,260381890.4313357,1043353242.6744033,865956.5204208524
0.027677000747613596,3614.262392831838,7372.519522861341,35423.90401936499,265752902.99871382,1064913380.1431526,865956.5204208524
0.02823648994919238,3614.263250098245,7524.174737330408,35423.92270758181,271125124.1633557,1086479922.5728397,865956.5204208524
0.02879610490321891,3614.2642069943745,7675.864000119663,35423.94237448185,276498554.36479264,1108052872.8391988,865956.5204208524
0.02935584565161422,3614.2652412450234,7827.5873188733385,35423.962801743975,281873194.0065548,1129632233.5619435,865956.5204208524
0.029915712233138606,3614.2663340216227,7979.344701237387,35423.98380482775,287249043.4618149,1151218007.2311232,865956.5204208524
0.030475704683881406,3614.2674694228385,8131.136154859478,35424.00522788281,292626103.0781968,1172810196.3316314,865956.5204208524
0.03103582303767734,3614.2686340366154,8282.961687388994,35424.026939456344,298004373.1816203,1194408803.2059937,865956.5204208524
