radius_arr,dot_radius_arr,time_arr,dot_mass_arr,mass_out_arr,total_mass_arr,luminosity_AGN_arr
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.02016862049027786,1751.557879151507,11087.467728482732,5031.753810631887,56761114.840779305,568327656.5963429,29142.90316572555
0.020441253469018608,1751.5578861757963,11239.956991068282,5031.755564622626,57528403.400045745,576020042.1357102,29142.90316572555
0.020713947663302174,1751.5579592761776,11392.480489227308,5031.75750880726,58295864.50664724,583714419.3704008,29142.90316572555
0.020986703096573356,1751.5580910043232,11545.038230646082,5031.759621789063,59063498.226720445,591410789.1163803,29142.90316572555
0.021259519791182947,1751.558274625118,11697.630223012604,5031.761884220147,59831304.62335619,599109152.191834,29142.90316572555
0.02153239776849234,1751.5585040472522,11850.256474016605,5031.764278602071,60599283.75684482,606809509.3710645,29142.90316572555
0.021805337048968036,1751.5587737609703,12002.916991349537,5031.766789107013,61367435.684966385,614511861.4114152,29142.90316572555
0.022078337652267032,1751.559078782183,12155.61178270458,5031.769401417231,62135760.463218406,622216209.0430673,29142.90316572555
0.022351399597314064,1751.5594146022509,12308.340855776643,5031.772102580799,62904258.145038165,629922552.9761466,29142.90316572555
0.02262452290237149,1751.5597771428183,12461.10421826236,5031.774880881861,63672928.78199397,637630893.8973324,29142.90316572555
0.02289770758510259,1751.5601627151602,12613.901877860097,5031.7777257238495,64441772.423988566,645341232.4968455,29142.90316572555
0.023170953662628887,1751.5605679835583,12766.733842269941,5031.780627524277,65210789.11936616,653053569.415739,29142.90316572555
0.023444261151582123,1751.5609899322797,12919.600119193716,5031.783577619875,65979978.915130235,660767905.3189981,29142.90316572555
0.023717630068151394,1751.5614258357834,13072.50071633497,5031.786568181007,66749341.856999315,668484240.8199047,29142.90316572555
0.023991060428125925,1751.5618732318176,13225.43564139898,5031.789592134383,67518877.98960328,676202576.5571963,29142.90316572555
